"Each row has the same USRP gain, is a vector of measured power
 First row is the gen power range"
59.7,11.129433505260208,11.18253843909014,11.270623622695316,11.204173639602319,11.229394209165063,11.278610467614286,11.347367116950993,11.319417844043079,11.439809389056668,11.379205580569419,11.33352418009905,11.392506228665349,11.383580341807944,11.380787118070693,11.387132912824008,11.386494233084182,11.418372921236804,11.340668549581537,11.336806373576348,11.401984873589985
60.3,11.127214299811907,11.171872015574474,11.103722047236769,11.170642713334201,11.243071146914252,11.402546770783195,11.200595078259461,11.338813510581693,11.290095967602436,11.307897069052173,11.354681974904965,11.3586670714627,11.339585078544115,11.392175987482002,11.319322271021482,11.300762596561142,11.370095606158515,11.38151825385513,11.436310371461632,11.390369917865815
60.8,11.126351446171343,11.166419329394603,11.159992884676381,11.126475870226642,11.148777279993427,11.178710080649756,11.241391563380242,11.233261169088765,11.295802138139456,11.322404077474179,11.280408873638889,11.445091779702238,11.262759461913044,11.286473457981558,11.33534257165117,11.46030689005147,11.321370555039291,11.409010432189664,11.365571536998392,11.320554828705964
61.3,11.056215579871715,11.071375350461299,11.05480256479302,11.21148841014212,11.148239976364133,11.213172142379618,11.135016693669254,11.214693066524365,11.281474438983953,11.229600542810347,11.236258796289507,11.300459980298992,11.257591540006327,11.282024436578835,11.333740073779003,11.370649973433656,11.451585329387912,11.364118476947276,11.408949391949296,11.473259671872556
61.8,11.010916295832573,11.111140480054365,11.127394102245638,11.14621613600375,11.128376552626436,11.231665050843281,11.185923937578547,11.221645686948815,11.175666375172149,11.2596521471249,11.406251660789245,11.330805749040087,11.337767401323033,11.32874482646791,11.379070613287489,11.346461776698963,11.410643169745065,11.450766079115395,11.458384062705992,11.317270357831921
62.4,11.021456292346661,11.139498129169748,11.084355037458698,11.169888030667494,11.278360187704843,11.243131315662174,11.184614449523025,11.316603491731563,11.193737581765905,11.297908132567894,11.234592113276868,11.398427402124605,11.382889366470447,11.377591559293316,11.312689647564898,11.413214506133908,11.356342574869819,11.35848495133505,11.276847675075938,11.377554301926871
62.9,11.114910782453416,11.139395749497305,11.10654644711131,11.169840002890561,11.117527659870815,11.167929845033175,11.163134707102936,11.311787443495778,11.261909580528728,11.252521655256075,11.363591499962196,11.31695623859667,11.500787432695152,11.557151797076681,11.230136446538143,11.398339808842064,11.426562911556834,11.390997009286774,11.38738612492378,11.414369088725428
63.4,10.918715649654082,11.024837792683387,11.111681336243695,11.139361573876378,11.322121095420078,11.147702022244165,11.259120990596916,11.20045064218329,11.355843139457365,11.31962385489969,11.327636942560323,11.381670404105176,11.273748703548002,11.392198118538426,11.34802327459801,11.37141075270407,11.410719052540724,11.403206237337846,11.355991734267635,11.353295767467158
63.9,10.95936753794468,10.971939345987108,11.126535647590277,11.102239695406794,11.190537698100018,11.205489653848499,11.224763984254889,11.232667780634563,11.276923228458191,11.263126507564504,11.267819651875756,11.297217975049652,11.265057863826915,11.344089705403226,11.361432172147953,11.398979039864674,11.3430809482145,11.364001150549138,11.41866212454154,11.464328284772016
64.5,11.074516602942795,11.12468704207718,11.19950882020974,11.279870433389076,11.258900592297875,11.190621268388776,11.293350567736166,11.277998451845018,11.29655781930566,11.29352355510515,11.291324569725706,11.310270114895525,11.338953755515169,11.37365313240463,11.350925224716558,11.37685163598898,11.409949279522753,11.46153978555019,11.492899325734871,11.41153259419668
65.0,11.115720096090746,11.17257334079858,11.343783530853738,11.235535561625356,11.286988501143446,11.238583501144406,11.3469418275393,11.242495704987927,11.358608483886183,11.288769540997714,11.412718219665443,11.381814333365273,11.40447041424837,11.336368985741242,11.378989389611927,11.389722052098687,11.555030842352126,11.423324286008288,11.468784731459563,11.424476333804298
