Dist_N,Dist_E,Dist_D,PowerRx,XZ,YZ,MAG
0.2919,-6.1617,38.0941,-60.01716336115565,357.682,258.69,223.246
0.33899999999999997,-6.2083,38.2808,-60.04483341426294,356.769,257.905,223.516
0.3873,-6.1964999999999995,38.2704,-60.19002674069469,357.7,264.289,223.195
0.5552,-6.1617999999999995,38.2014,-60.0913089130464,357.682,258.69,223.374
0.6047,-6.184500000000001,38.1048,-60.01188220005374,357.207,251.565,222.846
0.6103999999999999,-6.1678,38.0929,-60.01809504993019,357.44,245.556,223.381
0.5829,-6.1285,37.9641,-60.05907515786669,357.47,250.017,223.371
0.5729,-6.2134,38.2519,-59.97697800911345,357.719,270.0,223.381
0.5038,-6.136799999999999,38.1023,-60.09171231272315,357.011,252.897,223.599
0.4064,-6.024500000000001,37.8722,-60.08883859234177,357.23,265.236,223.339
0.2928,-6.0109,37.8267,-59.94104654040328,357.207,251.565,223.371
0.1959,-5.9626,37.765,-60.2113633635983,357.691,253.301,223.596
0.1972,-5.9540999999999995,37.7229,-60.06258036814771,,,
0.18170000000000003,-5.8569,37.4896,-60.13104415884647,357.93,240.945,223.339
0.0098,-5.8911,37.544000000000004,-60.10448982850558,357.7,248.199,223.121
0.1106,-5.785900000000001,37.371900000000004,-60.06979966318026,357.252,251.565,222.856
0.14980000000000002,-5.7361,37.2945,-60.15875492648554,357.23,255.964,223.331
0.1691,-5.7463999999999995,37.297,-60.039956999880104,357.672,253.301,223.079
0.038,-5.764500000000001,37.3371,-60.13973464781046,356.999,257.005,223.592
-0.0239,-5.7189,37.1889,-60.05589284642619,357.23,260.538,222.986
-0.0729,-5.6622,37.097,-60.04389566053372,357.263,260.538,222.941
-0.3023,-5.7409,37.3923,-59.86330194227886,357.429,254.745,223.59
-0.41119999999999995,-5.769299999999999,37.4213,-60.03451835645628,357.481,250.017,223.371
-0.49670000000000003,-5.7888,37.528600000000004,-59.97805861917981,357.207,255.964,222.937
-0.5711999999999999,-5.8393,37.6208,-60.03266739778397,357.45,254.745,223.913
-0.5404,-5.8169,37.6026,-60.21758845763924,357.682,248.199,223.346
-0.5053,-5.7614,37.5422,-59.94250802242925,357.23,255.964,222.583
-0.5760000000000001,-5.8014,37.6006,-60.20446365448214,357.481,259.695,223.383
-0.6609999999999999,-5.8597,37.718,-59.84623498934888,357.905,246.038,223.374
-0.7302,-5.919700000000001,37.8634,-60.059085480642295,357.047,265.601,223.198
-0.7915000000000001,-5.9441999999999995,37.959,-59.93360973976178,357.691,243.435,222.833
-0.847,-5.9599,37.954299999999996,-59.84769350920898,357.219,247.38,223.11
-0.9256,-5.987100000000001,38.036100000000005,-60.07252023283223,357.219,247.38,223.209
-0.9458,-5.975,38.0569,-60.17506221276789,356.782,250.346,223.246
-0.9723999999999999,-5.9828,38.1277,-59.83198926591313,357.45,254.745,223.07
-1.0515999999999999,-6.055599999999999,38.309400000000004,-60.15028220348018,357.23,255.964,222.967
-0.9991,-5.9145,38.0556,-60.057173683247,357.45,254.745,223.158
-0.9152,-5.8891,38.0507,-60.03414013948312,357.011,257.005,223.201
-0.91,-5.8735,38.0072,-60.31869060925138,357.481,259.695,222.983
-0.8739,-5.930599999999999,38.1593,-60.02655259238903,357.7,239.036,223.383
-0.867,-5.9286,38.1979,-59.95286024904026,356.999,252.897,223.296
-0.7378,-5.8844,38.1833,-59.98815135044643,357.93,246.038,223.383
-0.5757,-5.8564,38.185,-60.065005409466245,357.691,258.69,222.934
-0.517,-5.8393,38.2116,-60.04972529862816,356.999,257.005,223.121
-0.5286,-5.8293,38.2044,-60.1276358118848,356.795,265.914,223.552
-0.551,-5.865399999999999,38.4179,-60.18083362525299,357.938,251.565,223.291
-0.5738,-5.8374,38.507,-60.207135287117296,357.719,248.199,223.206
-0.6067,-5.7688,38.4006,-60.05663341603966,357.7,253.301,223.291
-0.6931999999999999,-5.864199999999999,38.533,-60.086520774529774,357.922,257.471,223.158
